,id,MetadataSubject,MetadataTo,SenderPersonId,MetadataDateSent,MetadataDateReleased,MetadataCaseNumber,MetadataDocumentClass,ExtractedBodyText
2472,2473,1331,12,2.0,376,2,1,2,"FYIMills, Cheryl D ,  Sullivan, Jacob J; Abedin, uma; FW: Goma"
2473,2474,1332,0,2.0,376,2,1,2,"Per our conversationMills, Cheryl D ,  FW: Ex-U.S. Diplomat Talks With amas"
2474,2475,1333,0,2.0,202,2,1,2,"FyiMills, Cheryl D ,   Good news from japan newt"
2475,2476,348,0,2.0,376,2,1,2,mind me to discuss this with you.
2476,2477,109,0,2.0,234,2,1,2,Is on board.I also spoke to ams so he is at our disposal.Are there matters you want me to get him started?
2478,2479,109,0,0.0,234,2,1,2,"Sullivan, Jacob J,  19, 2009 7:59 AMGood morning -- I realized yesterday to my chagrin that I did not discuss with you taking a few days off. I'm inPlease don't hesitate to reach out if you need anything at all. Also, I will be taking this time to work up some stuff forthe QDDR and to think through how to advance your priorities and the major issues through the fall (I'll be on the phonewith Strobe and Sandy and others).I will likely be back in next , but am holding open the possibility of working remotely for a couple more days.My goal is to be productive through excaping -- and to have a little fun on the side.I hope you enjoy your time off and don't work to hard."
2479,2480,1335,101,41.0,185,2,1,2,"illary, having followed your India visit closely—and, of course, the follow-up coverage onissues you covered there—I've got a couple of thoughts, one in particular re India-Pakistan, thatI'd like to discuss with you at your convenience (if there is such a thing) in . I'll be backin DC from Aspen on  7 and here through Labor Day if there's any chance ofconnecting. StrobeStrobe TalbottPresident, The Brookings Institution1775 Massachusetts Avenue NWWashington, DC 20036"
2480,2481,38,140,9.0,185,2,1,2,"Abedin, uma ,  Sullivan, Jacob J; "
2481,2482,1336,0,9.0,234,2,1,2,"Abedin, uma ,  19, 2009 10:04 AM 3 militants die on eve of Afghan presidential vote"
2484,2485,348,0,2.0,185,2,1,2,I can dO a meeting on  am if that works or  am. Which is better for you?
2485,2486,493,0,9.0,234,2,1,2,We were going to hang them all and put them in closet when u guys were out. But we can just bring bags and leavethem in room somewhere.
2486,2487,1338,0,2.0,234,2,1,2,Jack and I are trying to get him on calendar for Thurs
2487,2488,495,0,9.0,234,2,1,2,"I can set this up thru ops if u want to call.The Secretary's Call Sheet forIraqi Foreign Minister oshyar ZebariPurpose of Call:  express your condolences regarding the deaths of Iraqi MFA personnel in the  19 attack onthe Iraqi Foreign Ministry.MI want to personally express my heartfelt condolences to you for the savage attack on the Iraqi Ministry of ForeignAffairs today and for the tragic loss of so many Iraqi lives around Baghdad and particularly at the Ministry of ForeignAffairs.al I remember fondly our meeting at the MFA in  — I was proud to be the first senior U.S. official to attend a meetingthere, and I was deeply saddened to hear that your Ministry was attacked.DI This is a trying day for Iraqis and the Government of Iraq, but brutal attacks like these only deepen the need fordedicated Iraqi like you and those in your Ministry, to remain committed to the new Iraq.1:11 Know that the United States will continue to stand by Iraq as it faces these challenges.Background: On ,  19, what appears to be a series of VBIED and additional rocket attacks in Baghdadresulted in the bloodiest day in Baghdad since the  30 withdrawal of U.S. forces from urban areas. Although exactnumbers have not been confirmed, media is reporting that approximately 75 people were killed across Baghdad withover 100 injuries. The most devastating attack appears to have been against the Iraqi MFA, where a VBIED wasexploded in front of the main gate. Zebari's Chief of Staff estimated that there were 35-40 fatalities and up to 40injuries resulting from this attack, with 70% of the building damaged. In , you were the first senior U.S. official tohold a meeting at the MFA. Deputy Foreign Minister Labid Abbawi, who attended your meeting at the MFA and who'swife led your meeting with Iraqi war widows, was reportedly slightly injured and quite shaken by the attack. e mayhave lost a number of staff members. At this point, we do not know if other senior-ranking MFA officials were killed orwounded in the attack."
2489,2490,495,0,9.0,234,2,1,2,I already told them to plan on calling chris hill first. So let me start the process. Calling soon is good.
2490,2491,1340,0,9.0,234,2,1,2,"Abedin, uma ,   (AP) Baghdad Update"
2491,2492,1341,0,0.0,377,2,1,2,"Sullivan, Jacob J ,  24, 2009 4:51 AMSteinberg memoI spoke with both Kurt and Jeff about Jim's paper on Dai, which uma has. Both were very impressed but had a numberof substantive thoughts.They would cast the point in a different way,which they are thinking through.Kurt says that he will talk to Jim and then perhaps provide his own thoughts in a paper to you.Meanwhile, I have asked Derek to do something resembling ""debate on a page,"" to distill the key points and objectivesinto a single short document that can serve as a cribsheet and help you avoid the crushing burden of the paper in thebinder.We are prepared to keep refining and improving the paper thru the weekend.21111"
2492,2493,1342,0,9.0,377,2,1,2,281
2493,2494,1343,0,2.0,377,2,1,2,"Are you fine with that?cdmMills, Cheryl D ,  Title Issue286"
2494,2495,349,0,2.0,186,2,1,2,Let me know if today or tomorrow works for you (or if you would rather find time monday).I have a dinner at 5pm I have to get my house ready for so my best times are 13/f 2pm today or anytime tomorrow.Cdm290
2495,2496,1344,0,9.0,186,2,1,2,291
2496,2497,1344,0,9.0,186,2,1,2,didn't call me back yesterday.Will call her again today.s fine for wednesday visit.
2497,2498,349,0,2.0,186,2,1,2,Great
2498,2499,351,0,9.0,186,2,1,2,"Also, jim Jones just called for you. Can be non-secure°70S"
2499,2500,352,0,9.0,186,2,1,2,Jim just called me.Angela has some thing you need to see before tomorrow that she cannot leave.She's scheduled to be there at 10.Marina knows.296
2500,2501,352,0,9.0,186,2,1,2,Philippe got final editsYou will have no later than 11:30
2501,2502,354,0,36.0,186,2,1,2,"You probably already know this, but I just heard from a friend who is wired at Meet the Press that David Gregory will askyou about David Maziar, the Newsweek journalist arrested in Iran."
2502,2503,353,0,15.0,186,2,1,2,"uma said she's getting to you nowIt's laid out on the first page, but we're doing two calls1pm: call w/Axelrod, Gibbs, Denis and Nancy Deparle to brf you (their request)1:45 call/us, plus DenisI'll MC both and make sure you know exactly who is onOps will connect you to both"
2503,2504,1345,0,15.0,186,2,1,2,"port: North Korea willing to hold talks with US APBy KWANG-TAE KIMAssociated PressSat Jul 25, 4:51 am ETSEOUL, South Korea — North Korea has indicated its interest in holding direct talks with the United States, a news reportsaid, after the two sides traded barbs over Pyongyang's nuclear weapons programs at a security forum. ""We are notagainst a dialogue. We are not against any negotiation for the issues of common concern,"" Japan's Kyodo news agencyquoted North Korean ambassador to the United Nations Sin Son o as saying . But the ambassador, speaking inNew York, dismissed the possibility of a return to stalled nuclear negotiations involving the two Koreas, the U.S., Japan,China and Russia, saying ""the six-party talks are gone forever."" The U.S. has offered to hold talks with the North withinthe six-nation process if it returns to the negotiating table and takes irreversible steps for denuclearization. Lastweekend, Assistant U.S. Secretary of State Kurt Campbell indicated that the chances for direct talks between NorthKorea and the U.S. were slim. ""Our bilateral negotiations are between the U.S. and South Korea about our collectiveapproach"" to the North, Campbell told reporters in Seoul. Sin said the five other parties to the nuclear talks ""cheated""North Korea, ausing them of not implementing what they had agreed under a disarmament-for-aid deal. No moredetails were given in the Kyodo report. Sin was not available for comment . The North Korean mission to theU.N. declined to comment. North Korea quit the nuclear talks in  to protest a U.N. statement condemning a rocketlaunch. North Korea insisted it sent a satellite into orbit, while the U.S. and its allies said it was actually a long-rangemissile test. North Korea conducted its second nuclear test in  and a barrage of missile tests in , drawinginternational condemnation and new U.N. sanctions. U.S. and Chinese officials are expected to discuss North Korea'snuclear programs and other regional security issues at a strategic dialogue next week in Washington. ""North Korea willbe a significant topic, but obviously one among many,"" State Department spokesman Philip Crowley said  inWashington. The U.S. and North Korea engaged in a sharp war of words earlier this week over U.S. Secretary of Stateillary Rodham Clinton's recent comment likening the regime in Pyongyang to ""small children"" demanding attention. Ata regional security conference in Thailand, Clinton also said the North ""has no friends left."" North Korea's ForeignMinistry described her  as ""a funny lady"" who sometimes ""looks like a primary schoolgirl and sometimes apensioner going shopping.""298"
2504,2505,1346,0,2.0,186,2,1,2,Yes
2505,2506,1347,0,9.0,186,2,1,2,No word back from kristy but I told her 7am Karine and barbara will be there at 7:15.Call reminders: holbrooke and moratinos.79Q
2506,2507,480,0,9.0,186,2,1,2,"m shannon passed on the below points:The onduran Armed Forces released a statement late last evening. It makes the following points:- The Armed Forces respect the Constitution and the laws and reaffirms its subordination to civil authority in conformitywith law and obedience.- As an institution, the Armed Forces backs a solution to the crisis onduras faces through a process of negotiation inthe framework of the San Jose Aords.- Aordingly, we reiterate our unrestricted support for the results of the same, in aordance with the Constitution andlaws.- The Armed Forces as an institution will continue to fulfill the missions given it to it by the Constitutions and the laws ofonduras."
2507,2508,175,0,27.0,186,2,1,2,I doIt's h
2508,2509,109,0,9.0,186,2,1,2,Kristy out of town.Karine and barbara at 7151n1
2509,2510,287,0,15.0,186,2,1,2,"; uma Abedin B6I'm checking with Pat on the 50k, will work with Jack & Jake on rest.Also, uma has for you a follow up memo from the prep call"
2510,2511,1348,0,9.0,186,2,1,2,302
2511,2512,495,0,9.0,234,2,1,2,I've reached out to chris. aven't reached him yet.Zebari is up north only with cell phone aess and lines are congested so we haven't been able to get him on. But theforeign ministry knows u r trying to reach him.
2512,2513,355,0,15.0,187,2,1,2,"I will actually meet you at your house, I have the answers to most of your questions from last nightAnd will include the 5 points"
2513,2514,287,0,15.0,187,2,1,2,"o Is the 50k figure State and AID?YES [U/S Kennedy & Ops]o  Sudan: how do you pronounce Abyei? What is % and dollar increase in2010 budget for ops and aid?Per the VoA pronunciation guide: ab-YAY (Ops). The FY09 base level for Sudan assistance programs is $327m vs $403min FY10- mostly related to infrastructure and election/referendum requirements. This does NOT include several hundredmillion dollars of food aid and other humanitarian assistance that is also provided yearly (close to $400m on top ofnumbersbelow) a year. Also in addition is funding for UN peacekeeping missions- also nearly $200m a year [D(L)]o I don't understand the answer to the prostitution policy question. What's the simplest way to say it?[Per D(L): Because of the politics of health care reform on the ill, there is great sensitivity about addressing thesubstance of these issues at this time.]Q: Under the previous Administration organizatioris receiving IV\AIDs funds from the U.S. Government were requiredto have a policy explicitly opposing prostitution and sex trafficking. Is that going to continue to be the policy of thisAdministration?A: This matter has been the subject of litigation - outside groups have sued both USAID and the S over the policy -and we recently notified the Court that we needed additional time to review the policy. That review is underway; nofinal decisions have been made.On 7/25/09 8:46 PM, ""Evergreen""  wrote:> Is the 50k figure State and AID?> Kurdistan election results?> Can you find out for me how many Nazi prison camps we had in US during> WW2 and what we did w the detainees--did we ever try any? Did we> deport them after war ended?>  Sudan: how do you pronounce Abyei?> What is % and dollar increase in 2010 budget for ops and aid?>> I don't understand the answer to the prostitution policy question.> What's the simplest way to say it?"
2514,2515,287,0,15.0,187,2,1,2,"Oof, sorryYes"
2515,2516,1349,0,56.0,187,2,1,2,Thanks!306
2516,2517,12,0,9.0,187,2,1,2,Fyi
2517,2518,362,101,6.0,187,2,1,2,"Madame Secretary-A first rate job on Meet the Press. Your experience, your skill, your competency and humor all on strong display.WendyWendy R. ShermanAlbright Stonebridge Group*1101 New York Avenue, NWSuite 900Washin ton DC 20005Tel:Fax* On  25, 2009, Stonebridge International and The Albright Group announced their merger, creating the Albright StonebridgeGroup. For the time being, all contact information remains the same. Once we complete the transition, we will inform you of our newcontact details. We appreciate your patience and look forward to continuing our work with you.sent from BlackberryB6"
2518,2519,1350,0,12.0,187,2,1,2,"You did a really fine job on Meet the Press today. The Russia, Iran, Afghanistan and Asia points were all righton the mark. And even though it goes beyond my professional scope, the second half was just as good. Enjoythe rest of the weekend.Bill Classified by DAS, A/GIS, DoS on 06/30/2015 — Class:07/25/2024"
2519,2520,358,0,63.0,187,2,1,2,Madam Secretary--ally terrific work this morning. Great appearance.Best.m308
2520,2521,1351,0,2.0,187,2,1,2,Fyi
2521,2522,287,0,38.0,187,2,1,2,"Great job this morning. Glad it went well.ope you get a few hours off this afternoon -- though I assume that with the China prep not likely.On Sat, Jul 25, 2009 at 8:46 PM,   wrote:Is the 50k figure State and AID?Kurdistan election results?Can you find out for me how many Nazi prison camps we had in US during WW2 and what we did w thedetainees--did we ever try any? Did we deport them after war ended? Sudan: how do you pronounce Abyei?What is % and dollar increase in 2010 budget for ops and aid?I don't understand the answer to the prostitution policy question. What's the simplest way to say it?"
2522,2523,359,0,41.0,187,2,1,2,Fabulous. Couldn't have been better
2523,2524,308,0,9.0,187,2,1,2,"Abedin, uma ,   for RC"
2524,2525,360,0,15.0,187,2,1,2,"Whenever you do something big on TV we all hear from lots of folks saying you did great. But this time is noticeablydifferent. First, people across the spectrum - DC insiders, reporters, staff, ex-staff, friends of friends, W folks, etc -were blown away. Second, people were REALLY moved by the last segment, three people even told me they teared up.I'm guessing and hoping you hear this directly from random folks in the coming days.And I think because it's been a lousy couple of weeks for the Admin, with mixed messages and bad news, coupled withmany people seeing you for the first time for an extended period talking about the job and your relationship with thePresident, and that combo was probably the most powerful reminder since your speech in Denver that you're in a classall your own (including the President who became enmeshed in the Gates incident)That you didn't wait for the envoy question was key, you turned it into a strength. What you said about the Presidentand how you said it, one can't help but think how much of a team player you are and how remarkably you've adapted tothe role.You were definitely on your game. You either threw a perfect game - or at least a no hitter. So this couldn't have gonebetter, achieved everything we needed to times 10, and comes on the heels of a great 10 days.Will be interesting to see the storyline that emanates from this. Because there was no substantive news, it'll be a focuson style especially saving Biden."
2525,2526,1352,0,2.0,187,2,1,2,Fyi
2526,2527,1353,0,2.0,187,2,1,2,Fyi
2527,2528,1354,0,0.0,187,2,1,2," IN PART B5,B6You were terrific on MTP. You'll be either happy -- or horrified -- to know thatconducted in front of the tv so the clan could watch.A short while ago, Kurt sent me the below thoughts on your private conversation with Dai:was largely B6B5"
2528,2529,1355,0,2.0,378,2,1,2,"Sorry I missed you last night —Issues:PersonnelOther Issues:Support Needs for DialogsMonthly Thinking Group — Politically/Positionally -- [Sandy Berger, Vartan Gregorian, John Podesta, JimKennedy, Minyon Moore, Strobe Talbott, Maggie Williams,]Agenda — what do you want to claim — non-pro; development reform; NK?Education Initiative:• Dinner on 18 • Goal would be to begin implementing strategy of getting thinking per JS memo: the role higher education is andcan play as part of ""smart diplomacy"", including development to enhance the network or relationships betweencountries and peoples to elevate the conditions and capacities of peoples around the world.• Potential guest list:"
2530,2531,1357,0,2.0,378,2,1,2,"Text of attachment below:: Cheryl Mills, COS"
2531,2532,1358,13,1.0,133,2,1,2,"i Cheryl,The Secretary asked me to send her, through you, an informal paper that she could share with President Clinton on therestavek problem. I was in Africa and then out of pocket much of last week, but I wanted to make sure that you have itbefore you go to aiti.If I don't see you before then, have a great trip!LOU322"
2533,2534,109,1,9.0,379,2,1,2,olbrooke in brussels. Asking to talk to u at 8am today.324
2534,2535,1360,0,9.0,234,2,1,2,"Abedin, uma ,   (AP) Pakistan PM effectively rules out treason charges"
2535,2536,1361,0,2.0,379,2,1,2,"Mills, Cheryl D ,  FW: Secretary of State's visit to AfricaFYI"
2536,2537,109,0,9.0,380,2,1,2,olbrooke asking to talk sometime this am.Isabelle 715329
2539,2540,245,0,9.0,204,2,1,2,There are a few things on there way to you this morning:- call sheet for aliyev for today. Phil has discussed with you but its to urge him not to derail the turkey/armenia talks.They are 9 hours ahead. Can we do soon?-your schedule for the next few days. just need final sign off from you.- a lona memo with questions for the next few weeks.
2540,2541,38,0,2.0,380,2,1,2,Fyi
2541,2542,245,0,9.0,204,2,1,2,We have reached out to Aliyev
2542,2543,1363,0,9.0,204,2,1,2,2
2543,2544,133,0,18.0,188,2,1,2,"Yes, we will send a message first thing."
2544,2545,361,0,61.0,188,2,1,2,I'm checking and will get right back to you.
2545,2546,361,0,61.0,188,2,1,2,"DCA negotiations are still on for week after next (11-13 Aug), as requested.Amb Barco called to request that we slide right one day (13,14 Aug). They requested this based on a visit of MexicanPresident Calderon - who will visit Bogota (10-12 Aug). The dep FM and some MinDef officials want to be in Bogota forCalderon's visit.Let me know if you have any other questions."
2546,2547,1364,0,9.0,204,2,1,2,the next 30 min?
2547,2548,1364,0,9.0,204,2,1,2,in the next 30 min?Its at 11:45. Ops is building. I'm on my way.
2548,2549,496,0,0.0,234,2,1,2,"Sullivan, Jacob J ,  Mills, Cheryl D; : ANGOLA TO RECEIVE $500 MILLION INVESTMENT FROM RUSSIAI've checked in with Johnnie on this."
2549,2550,1365,0,65.0,188,2,1,2,"pverveeSecretary Clinton —I understand you are going to Kenya next week and while I know the trip is primarily focused on trade issues, Iwanted to flag an issue for you because I know it is near and dear to your heart.Kenya has one of the strictest anti-abortion laws in Africa — it is illegal unless a woman's life is at risk andcriminalizes both the woman and the provider. Two years ago, Kenyan authorities imprisoned a doctor andtwo nurses, falsely ausing them of providing illegal abortions. After a year in prison, the providers werefound innocent and released, but it galvanized the legal and provider community who formed a coalition tomake abortion less restrictive. It will come as no surprise to you that, as a result of their abortion law, Kenyahas one of the highest maternal mortality rates in all of Africa, with an estimated 800 women a day seekingthe procedure, often through dangerous means.Kenya is restarting a long-stalled constitutional review process and they hope to produce a final Constitutionby next year. ligious groups are on a concerted crusade to include new language in the Constitution whichwould codify that ""life begins at conception"". The current Constitution is largely silent on the issue. If this fetalpersonhood amendment goes forward, it would place Kenya in the small community of nations with such aprovision. It would clearly mark Kenya as out of stop with countries attempting to institutionalize the AfricanUnion's Maputo Protocol, one of the most progressive regional documents on women, development andreproductive rights, and with the vast majority of African countries in general. For a country trying to regainthe momentum of stability and suess it enjoyed until recently, such a policy imposition would be aregression for women's rights and for the country writ large.I went to Kenya last month to work with the coalition that has formed to strategize against the Constitutionalamendment and to work toward a less restrictive abortion law. I also visited several of our clinics andproviders in Nairobi and in nearby villages where Planned Parenthood has programs to train providers in postabortion care. You have seen this a million times in your travels around the world, so I don't need to tell youhow poignant the stories were of the lives saved and lost, the bravery in standing up to constant governmentharassment, and the fear of what this potential Constitutional amendment will mean to the provision of safemedical services. I know it is asking a lot, but if there is any way that you could draw attention to this issuewhen you are in Kenya, you would be even more of my personal hero than you already are. It is our hope thatif Kenya knows the world is watching they may be more careful in how they proceed. Of course we would behappy to help you in any way if you decide you want to do something on this while you are there. There is alsoa Congressional delegation going to Kenya the week of  8th and we are working on them to have a sidemeeting on this issue as well.As always, thank you so much for all you do. We are all so grateful that you are there! All best, LaurieLaurie RubinerVice President of Public Policy and AdvocacyPlanned Parenthood Federation of America(202) 973-4863 office"
2550,2551,359,0,27.0,188,2,1,2,She is on your grid. Rob will take care of the letter right away.
2551,2552,1366,0,6.0,188,2,1,2,"I am traveling and will be out of the office from ,  31- ,  5. I will check emails when possible. If youneed assistance, please contact Anne Fauvre at 202-842-7222 or Thank You."
2552,2553,389,0,9.0,204,2,1,2,"It was taping in chicago today so it won't be airing same day. I thought you were excellent, and had great chemistry withlisa. I know pir heard the audio. Not sure that melanne has yet."
2553,2554,1365,142,9.0,188,2,1,2,Laurie — She isn't doing any specific health or womens events in Kenya but I've also shared your email with policy teamat state and embassy staff in Nairobi helping to plan the trip to see if there is any way to address this.
2554,2555,179,0,9.0,188,2,1,2,"I'm on my way to your house to drop off:- schedule for tomorrow. Marianne at 630am. Isabelle at 8am. Catherine coming monday.- also dropped off some work folders which includes africa info.- jim steinberg wants to talk tonite. Doesn't need to be secure.- its 13 people coming tomorrow, I've worked it out with marina and doug350"
2555,2556,109,0,9.0,204,2,1,2,Wanted to let you know I decided to go to dc for the wh iftar tonite and big unga meeting tomorrow morning.10
2556,2557,389,1,16.0,204,2,1,2,"I've not heard the audio, but I have no doubt it went well.Melanne S. VerveerAmbassador at Large for Global Women's Issues  of State2201 C Street NW, Room 6805Washington, DC 20520Tel: (202) 647-7283Fax: (202) 647-7288VerveerMS@state.gov"
2557,2558,1367,6,9.0,204,2,1,2,Oscar pls print this letter for hrcIts very impCheryl is discussing with hrc.
2558,2559,496,0,2.0,234,2,1,2,"Mills, Cheryl D ,   ANGOLA TO RECEIVE $500 MILLION INVESTMENT FROM RUSSIA"
2559,2560,1368,0,9.0,231,2,1,2,"is conference is oct 20-22nd. Given that its potentially between 2 big trips, we haven't done anything about it yet."
2562,2563,517,13,41.0,236,2,1,2,"Friends/Family: I wanted you to see what the board of the Int'l Center for search on Womenhas done. Below is what you'll find on the website http://www.awid.ora/eng/Issues-and-Analysis/Library/Brooke-Shearer-Fellowship.OThe International Center for search of Women (ICRW). New Delhi, India.Description:The International Center for search of Women (ICRW) has established a fellowship in memory of BrookeShearer, a former ICRW board member and dedicated advocate for improving the health and economic statusof women in the developing world. The Brooke Shearer fellowship in India is an opportunity for U.S. earlycareer professionals with graduate degrees to contribute to research and programs that advance genderequality and empower women in Asia.Shearer was a stalwart supporter and contributor to ICRW's mission and work. ICRW honors her commitmentto women with a fellowship program based in our Asia gional Office in New Delhi, India, a tribute toShearer's fond memories of her time spent in India during her youth and her tenure on ICRW's board.The 2009 fellow will work in collaboration with the Asia director of the social and economic development groupon programs, research, advocacy, and business development related to the group's portfolio of work. Thespecific activities of the fellow will be determined based on the substantive and technical skills, interests, andexperience of the candidate selected and the current opportunities in the group. Likely projects forengagement include:• The PACE program—an ICRW collaboration with Gap Inc. on workplace and personal advancement offemale garment workers in India, Cambodia, Bangladesh.• The Counting Girls Project—a project examining son preference in India and China, the effectiveness ofspecific policy efforts in addressing sex selection and discrimination against girl children, and the potentialconflict between the human rights of girls and reproductive rights for women.• Delayed Marriage—project examining the social norms that would need to be changed to eliminate earlymarriage.Primary Duties:The fellow will engage in the following responsibilities and tasks:• Develop technical content of projects including conceptualization, data analysis, background research,program and evaluation design, survey and instrument design;B6• Work with national and international partners on technical assistance, partner engagement and support,and relationship management;• Work on project management tasks including administration, budgets, team coordination and work plans;• Write, synthesize and present findings in reports, briefs, papers and presentations;• Assist with business development activities including grant writing and proposals;• Prepare research and program findings for communication to various audiences (donors, policy-makers,program personnel, researchers) at various forums and opportunities (meetings, events, cultivation,deliverables).quired Education, Skills, Knowledge and Abilities:• Applicants should have a Master's degree (5 years or less) or Ph.D. (1 year or less) in the social sciences,public health, international development or a related field. Qualified candidates with relevant job experienceon program or policy-relevant social science research are preferred. Due to the nature of the fellowshipeligibility guidelines, only US citizens or permanent residents, residing in the US or in India, will beconsidered.The following skills are required:• Strong analytical and conceptual skills along with substantive background in gender and social scienceissues and research;• Desire and commitment to link research with policy and programs;• Strong interest in understanding on-the-ground development research and program needs and activities inAsia;• Excellent written and verbal communication and presentation abilities;• Ability to work collaboratively with professionals at different levels, including colleagues, partners and donororganizations;• Strong qualitative and quantitative research skills; and• Ability to participate in fundraising and networking activities.Duration:One fellow will be selected each year for a term ranging from six months to one year. The fellowship is a full-time commitment.Terms:The fellowship award consists of a monthly stipend, health insurance and round trip travel to India. The fellowis responsible for all local aommodations and living costs. The fellow will be provided with office space andsupport in ICRW's Asia gional Office in New Delhi. Apply: apply, please submit a letter of interest and curriculum vitae to jobsAicrw.org.Applications will be reviewed on a rolling basis. Fellowship will start between  1 and  1,2009.Website: http://www.icrw.org/html/jobs/jobs.htmArticle License: Copyright - Article License older: ICRWStrobe TalbottPresident, The Brookings Institution1775 Massachusetts Avenue NWWashington, DC 20036202.797.6200B6"
2563,2564,1371,144,67.0,107,2,1,2,"Gentlemen, for your information below.WernerGFC whom it may concern from experience speaking!RSO Niall,Please be aware and as you have requested my elaboration in written format. As brieflydiscussed in the meeting today, the LGF operate at what I would consider the ""Threshold'Sleep Deprivation. Further meaning, that our work schedule, hours and sleeping pattern'the LGF very close to the edge of serious sleep deprivation. When we have to work go.,,time or ramp up extra manpower (during scheduled off days) due to increased threw .etc...etc...; we further compound the issue of sleep deprivation. This ultimately dirninit,:LGF's ability to provide security. better explain, here is where it starts, the LGF work 3 days then transition (swing shift) into .nights then transition into 3 days off (it used to be 2x2x2). Each work day equals 14 actin I I!(-)of work; Supervisor's can average up to 15 hours per work day.Snap shot of an average day for a shift:1. 05:00hrs every day, Shift Brief for on-going shift, along with ""In-Service Training"". .IConvoy Brief, followed by convoy load time and organization for entire shift (approx iduring the day) followed by actual convoy movement.2. 05:45 to 06:15hrs. (approximately) you have the shift change over on site,3. 06:15 to 17:45, regular work day on site.4. 17:45 to 18:15, Shift change over, followed by reorganization of convoy for off-going. sliithen actual convoy movement5. 18:30 (approximately) Off-going shift returns to Camp Sullivan, weapons and equipment aredown loaded and convoy equipment is stowed, vehicle's re-staged in parking lot.6. 19:00 (approximately) Off-going shift is complete, all equipment is aounted for andsecured, they are then on personnel time whether to work out and train, eat dinner, watchmovie, internet, phone calls, sleep or etc.7. 10 hours later, it starts all over with a 05:00hrs Shift Brief not taking into considers titwake-up and grooming and breakfast.This averages an actual 14 hour day for each LGF member. Some days can be as short a,hours and some days as long as 14.5 hours. Supervisor's can average an additional(approximate) 30 minutes prior to and after a shift conducting administrative duties and or ,;1organization. All personal hygiene, laundry, personal e-mail/matters, Physical fitness, usuallymeals and sleep must be conducted within the 10 hour window between an individual's shifts.After completing the 3 days in a work cycle which ends at 19:00hrs, the shifts swings intonight shift schedule. Their next duty starts at 17:00hrs the following day for the eveningbriefmg. This is a 22 hour transition window which most LGF only sleep once and areagain with the same 14 hour schedule for their first night shift. This can be viewed as gea ione good sleep in for a 36 hours window of time (by the end of their first night shift, foltwo more night shifts).When finishing their last night shift, they are immediately off, however, do to working ah(arriving back at Camp Sullivan around 06:30) they sleep most of the first day off. They thehave to adjust back into a night-time sleeping pattern. The second day off is a designatedtraining day. Third day is a scheduled off day.If you average this work schedule out over the course of a month, an LGF member transitio',from a day to night sleeping pattern on average of 7 times. It's nearly impossible to establishrhythmic sleeping pattern. This is what causes the sleep deprivation. You can see its efftiekover the course of time. When a shift gets back on ground after an R&R, they are fresh and rt,of energy, as compared to a shift that is been in the grind for 7 or 8 weeks and sometint,:..after 5 and 6 weeks.In summary, a disruption or addition to the current work schedule further compounds t1.sleep deprivation and is not sustainable by the LGF for extended periods of time.spectfully, Werner TheGuard Force Commander US Embassy, Kabul AfghanistanArmorGroup North AmericaTel: (+93) 0777715903 (+93) 0799715903ilicstate.gov or"
2565,2566,1373,0,7.0,236,2,1,2,Can you call me on cell after 10:30 am? Thx Sid
2566,2567,1374,113,9.0,217,2,1,2,B6
2568,2569,9,0,18.0,217,2,1,2,"Will do, have been in touch with Tina and suggested dates.Lona ValmoroSpecial Assistant to Secretary of State illary Clinton(202) 647-9071"
2570,2571,1376,0,2.0,232,2,1,2,Fyi
2571,2572,426,0,0.0,217,2,1,2,"Sullivan, Jacob J @state.gov>,  Mills, Cheryl DCG IDeclan spoke with WJC tonight. We also talked with a few other folks on the ground and in the public.Wanted to check back in with you.Also, I will be writing up our collective thoughts on the latest state of play to give to you this week."
2572,2573,1377,13,1.0,196,2,1,2,"hope you are well. i sopied ou in on a little email i sent to III. he got screwed ovc.with : . just like and countless others...the pictures will help. you will see that they haVe a group of sexual predators, deviants ruftilrampant over there. no, they are not jamming guys in the ass per say, but they are shay/C.1;judgenment. i think guys in this business are pretty much some of the best and some of (kwworst. it is the companies responsibility to prtect the good from the bad until they showugly heads and can be removed. in this case the ugly ones are running the damn thing or incase of joe ordonna are too clueless to recognize the truth or has no power to change it.in the event M fails to inform you. peeing on people, eating potato chips out ofass cracks.vodka shots out of ass cracks (there is video of that one), broken doors after driiken bravrlf;threats and intimidation from those leaders participating in this activity.: people have 1-.)terminated, like because he would not play their games and his slip up gave thento get rid of him.i know this entire thing is going to make life less,bearable over there for all of us. i'llalcohol to some sane, aountable leadership. i am heading back on wed p.m. before !(want you to know that their are some good people over there doing great work. we are it;).scouts but there should be some exectation of professionalism in ones leadership. AGNAbeen blind to all this and those good people are getting worn out and chewed up over it all.way the DOS has turned their backs to the guys on the ground and let the prostitution and g;,shit continue. (note: i have not spoken to them, but i know over all this time someone had todrop that dime.)I"
